"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Btg1",1.58607656045702e-40,0.768702479277539,1,0.994,2.64922367893136e-36,"0","Btg1"
"Cela1",3.54785473798153e-40,1.1423176796953,0.535,0.219,5.92598176885055e-36,"0","Cela1"
"Vgll4",3.67234138352106e-40,0.822899126825145,0.87,0.697,6.13391181289522e-36,"0","Vgll4"
"Igsf8",2.28576601553167e-39,1.09751345349779,0.67,0.399,3.81791497574255e-35,"0","Igsf8"
"Prkch",2.76801375385354e-39,0.98737243920592,0.65,0.358,4.62341337306157e-35,"0","Prkch"
"Snrpg",3.01035882133356e-39,0.687832674800699,0.94,0.896,5.02820233927344e-35,"0","Snrpg"
"Wbp5",4.28581611297165e-39,1.00613210285301,0.79,0.55,7.15859865349654e-35,"0","Wbp5"
"Isy1",7.87039650166281e-39,0.936723178429928,0.835,0.662,1.31459232767274e-34,"0","Isy1"
"Wbscr16",7.91492300232804e-39,0.976087259404668,0.54,0.233,1.32202958907885e-34,"0","Wbscr16"
"Tiparp",1.68926591656243e-38,0.891907686998857,0.765,0.506,2.82158086043423e-34,"0","Tiparp"
"Ube2j1",2.05097063925231e-38,0.83698314290627,0.79,0.621,3.42573625874314e-34,"0","Ube2j1"
"G3bp2",1.93423926786502e-37,1.02333809112878,0.755,0.547,3.23075984911494e-33,"0","G3bp2"
"Zeb1",4.2949920849106e-37,0.793814235668167,0.785,0.552,7.17392527942617e-33,"0","Zeb1"
"Arl4c",4.8742866093915e-37,0.668902773277119,0.93,0.818,8.14152092366663e-33,"0","Arl4c"
"Klf13",1.19150400300648e-36,0.829921731502184,0.84,0.64,1.99016913622172e-32,"0","Klf13"
"Foxo1",3.0358583431694e-36,0.828152481357595,0.76,0.526,5.07079419059585e-32,"0","Foxo1"
"Jmy",6.21347859517712e-36,0.932089575064794,0.685,0.406,1.03783732975243e-31,"0","Jmy"
"Myo1e",8.5514552069775e-36,0.847359602884918,0.69,0.425,1.42834956322145e-31,"0","Myo1e"
"Col27a1",6.15381797108397e-35,0.872975291727025,0.57,0.267,1.02787221571016e-30,"0","Col27a1"
"Ssna1",6.61592393577829e-35,1.09120843264471,0.75,0.561,1.10505777499305e-30,"0","Ssna1"
"Map1lc3b",1.45636357555203e-34,0.624187203454076,0.935,0.895,2.43256408024456e-30,"0","Map1lc3b"
"Nudt4",1.52700567799143e-34,0.969503865129273,0.785,0.611,2.55055758394908e-30,"0","Nudt4"
"Traf4",1.67100079666431e-34,0.894832838420572,0.67,0.409,2.79107263066839e-30,"0","Traf4"
"Sap18",1.96724524622823e-34,1.02373828255616,0.835,0.703,3.28588973477501e-30,"0","Sap18"
"Myl12b",1.982639314924e-34,0.772415658716201,0.875,0.793,3.31160244771756e-30,"0","Myl12b"
"Klrd1",2.59527167006505e-34,0.923486133466438,0.695,0.407,4.33488227050965e-30,"0","Klrd1"
"Cd247",6.20899598772951e-34,0.827505862098314,0.705,0.432,1.03708859983046e-29,"0","Cd247"
"Thy1",6.85314272755199e-34,0.620790978226593,0.9,0.706,1.14468042978301e-29,"0","Thy1"
"Bzw1",1.16323679657873e-33,0.692912249538366,0.88,0.814,1.94295442132545e-29,"0","Bzw1"
"Smchd1",6.48985564113807e-33,1.01332497847888,0.74,0.568,1.08400058773929e-28,"0","Smchd1"
"Plscr1",1.06613312343433e-31,0.919860292033249,0.62,0.356,1.78076215607236e-27,"0","Plscr1"
"Pop4",2.4727513270205e-31,1.03876213284022,0.585,0.327,4.13023654152234e-27,"0","Pop4"
"Crbn",3.68789400942258e-31,0.908798665850881,0.595,0.334,6.15988936393854e-27,"0","Crbn"
"Park7",5.51219277682544e-31,0.895771081575487,0.82,0.736,9.20701559513154e-27,"0","Park7"
"Cd2",1.83577234156638e-30,0.662627340709529,0.805,0.555,3.06629054211832e-26,"0","Cd2"
"Slc1a5",4.67860426917141e-30,0.943930477592808,0.675,0.481,7.81467271079701e-26,"0","Slc1a5"
"Srsf2",1.00394966750517e-29,0.600308229789935,0.92,0.87,1.67689712963388e-25,"0","Srsf2"
"Rasl11b",2.05493864147748e-29,0.921533374312369,0.43,0.171,3.43236401285984e-25,"0","Rasl11b"
"Hist3h2a",2.07304337306212e-29,1.04695899689924,0.535,0.277,3.46260434602567e-25,"0","Hist3h2a"
"Slc16a10",2.5253216176043e-29,0.923896518146756,0.55,0.293,4.21804469788446e-25,"0","Slc16a10"
"Rassf1",5.18722300864402e-29,0.838779096043252,0.74,0.564,8.66421859133811e-25,"0","Rassf1"
"Ubald2",6.59568093407491e-29,0.702762920381867,0.875,0.75,1.10167658641853e-24,"0","Ubald2"
"Dynll1",1.3444955865403e-28,0.55770024772408,0.965,0.953,2.24571097819826e-24,"0","Dynll1"
"Zmat4",2.729275116659e-28,0.786189732794969,0.395,0.148,4.55870822735553e-24,"0","Zmat4"
"Pmp22",5.78754293520307e-28,0.852930870598519,0.475,0.213,9.6669329646697e-24,"0","Pmp22"
"Tmem189",2.68779661004701e-27,0.765619191683726,0.69,0.505,4.48942667776152e-23,"0","Tmem189"
"Usp36",6.3362894066432e-27,0.858548004381096,0.57,0.332,1.05835041959161e-22,"0","Usp36"
"Mxd4",9.36545697840594e-27,0.784150479664103,0.71,0.52,1.56431227910314e-22,"0","Mxd4"
"Srrm2",1.06395085078493e-26,0.620558628853024,0.88,0.794,1.77711710606606e-22,"0","Srrm2"
"Grap2",1.07558234840418e-26,0.868368927061275,0.61,0.393,1.79654519653951e-22,"0","Grap2"
"Smim3",2.979691693317e-26,0.74370948675283,0.69,0.526,4.97697903534739e-22,"0","Smim3"
"Eif1",4.78555442598192e-26,0.359469957207252,1,0.999,7.99331155771759e-22,"0","Eif1"
"Ninj1",5.17790883080584e-26,0.603996255888124,0.84,0.71,8.64866112009499e-22,"0","Ninj1"
"Fosl2",5.96708372102998e-26,0.583248436446652,0.895,0.824,9.96681993923638e-22,"0","Fosl2"
"Pja1",6.05398175171423e-26,0.775650772203121,0.595,0.363,1.01119657198883e-21,"0","Pja1"
"Pea15a",1.14966246030577e-25,0.823290962464793,0.645,0.47,1.92028120744873e-21,"0","Pea15a"
"Xcl1",1.26060129456676e-25,0.826797549112154,0.525,0.25,2.10558234231486e-21,"0","Xcl1"
"Mvk",1.33138157584039e-25,0.852726439140317,0.42,0.181,2.22380664612621e-21,"0","Mvk"
"Pnrc1",1.44333122237458e-25,0.551814472159712,0.91,0.858,2.41079614073226e-21,"0","Pnrc1"
"Kpna1",1.86435238472709e-25,0.892886902159666,0.66,0.483,3.11402778820966e-21,"0","Kpna1"
"Mier1",2.47826348385171e-25,0.772725560218911,0.74,0.633,4.13944349707752e-21,"0","Mier1"
"Gpr34",3.87904673125984e-25,0.772561552125869,0.35,0.126,6.47917175522332e-21,"0","Gpr34"
"Wwc1",7.3906502891542e-25,0.966392556135462,0.48,0.237,1.23446031779743e-20,"0","Wwc1"
"Areg",1.37352624414631e-24,1.27269122853519,0.71,0.529,2.29420088559757e-20,"0","Areg"
"Cant1",2.28741818860969e-24,0.967884953515767,0.515,0.285,3.82067460043477e-20,"0","Cant1"
"Ctla2b",2.64897093664646e-24,0.70149984442355,0.59,0.345,4.42457615548058e-20,"0","Ctla2b"
"Fbxo34",3.77476481728042e-24,0.799929976501976,0.53,0.306,6.30498967430349e-20,"0","Fbxo34"
"Ldlrad4",9.42817394927664e-24,0.732724926127335,0.51,0.272,1.57478789474768e-19,"0","Ldlrad4"
"Cebpb",1.30891927902627e-23,0.581277308611008,0.885,0.735,2.18628787175758e-19,"0","Cebpb"
"Klrk1",1.63293237553137e-23,0.716809910753207,0.82,0.692,2.72748694685005e-19,"0","Klrk1"
"Cntn1",1.79713057911223e-23,0.657061397420648,0.36,0.14,3.00174720629115e-19,"0","Cntn1"
"Ssbp2",2.28642589965501e-23,0.722119612856566,0.51,0.281,3.81901718019376e-19,"0","Ssbp2"
"St8sia1",2.74132795751076e-23,0.731058401716063,0.4,0.175,4.57884008743023e-19,"0","St8sia1"
"Hspa2",3.55854388883118e-23,0.822535261130548,0.435,0.203,5.94383585751472e-19,"0","Hspa2"
"Ankrd11",3.57880478683215e-23,0.654577846697529,0.775,0.636,5.97767763544573e-19,"0","Ankrd11"
"Clk1",3.97005583931973e-23,0.714587752455177,0.75,0.66,6.63118426841574e-19,"0","Clk1"
"Med31",4.56139954752175e-23,0.956040115166432,0.485,0.257,7.61890566422559e-19,"0","Med31"
"Hnrnpa2b1",5.05090853330559e-23,0.65308266280132,0.895,0.897,8.43653252318033e-19,"0","Hnrnpa2b1"
"Lrmp",8.17017317433565e-23,0.729573281243731,0.48,0.258,1.36466402530928e-18,"0","Lrmp"
"Arf4",8.95657092797206e-23,0.88127987897262,0.77,0.756,1.49601604209917e-18,"0","Arf4"
"Ctnnd2",9.6286298665793e-23,0.70732258269904,0.42,0.197,1.60827004661474e-18,"0","Ctnnd2"
"Kir3dl2",1.17613787563323e-22,0.541294826890424,0.265,0.079,1.96450309367018e-18,"0","Kir3dl2"
"Stambpl1",1.68325262401387e-22,0.689247625977468,0.42,0.195,2.81153685789037e-18,"0","Stambpl1"
"Cisd2",1.81978297985158e-22,0.69160608606277,0.72,0.644,3.03958351124609e-18,"0","Cisd2"
"Ncoa2",4.66347139492218e-22,0.9166658609263,0.555,0.348,7.78939627093851e-18,"0","Ncoa2"
"Gch1",5.77140195360262e-22,0.671196843505296,0.74,0.63,9.63997268310246e-18,"0","Gch1"
"Dhrs11",1.49396566871015e-21,0.818634438741466,0.42,0.202,2.49537085644656e-17,"0","Dhrs11"
"Lbh",2.40746434661582e-21,0.767311867137627,0.525,0.323,4.0211876981524e-17,"0","Lbh"
"Cst7",2.48017522512386e-21,0.729114582002562,0.58,0.384,4.14263667852439e-17,"0","Cst7"
"Os9",2.56144378449642e-21,0.682273248270954,0.61,0.431,4.27837955324438e-17,"0","Os9"
"Lat",2.88820533164785e-21,0.55535726178875,0.765,0.62,4.82416936545141e-17,"0","Lat"
"Rheb",2.90499628727428e-21,0.557377638092686,0.84,0.8,4.85221529863424e-17,"0","Rheb"
"Rhof",4.63803417038095e-21,0.697584181714237,0.685,0.526,7.7469084747873e-17,"0","Rhof"
"Anxa11",5.50979800358002e-21,0.609344022224458,0.71,0.617,9.2030156053797e-17,"0","Anxa11"
"Fads3",6.64377565527918e-21,0.701802921210732,0.385,0.174,1.10970984770128e-16,"0","Fads3"
"Nfil3",6.9556486670671e-21,0.66262197600803,0.715,0.616,1.16180199686022e-16,"0","Nfil3"
"Rpe",8.95396451433979e-21,0.706951325912195,0.435,0.223,1.49558069283018e-16,"0","Rpe"
"Cd244",9.56252683808963e-21,0.746059743861782,0.505,0.304,1.59722885776611e-16,"0","Cd244"
"Ntan1",1.42548132945106e-20,0.771280064546121,0.61,0.469,2.3809814645821e-16,"0","Ntan1"
"Tuba4a",1.66693357915472e-20,0.780640860308184,0.655,0.499,2.78427915726213e-16,"0","Tuba4a"
"Ubald1",2.80794603941409e-20,0.693643342750533,0.55,0.361,4.69011226963335e-16,"0","Ubald1"
"Pdxk",3.75790007459288e-20,0.735603428396369,0.48,0.279,6.27682049459248e-16,"0","Pdxk"
"Btg2",8.91356562764609e-20,0.62648487636845,0.86,0.831,1.48883286678573e-15,"0","Btg2"
"Map1lc3a",1.33652416667614e-19,0.878687676915669,0.645,0.514,2.23239631559916e-15,"0","Map1lc3a"
"Gm10094",1.74035146093493e-19,0.888317591279326,0.585,0.421,2.90690904519962e-15,"0","Gm10094"
"Maff",1.97493735381181e-19,1.04917247394589,0.66,0.52,3.29873786207186e-15,"0","Maff"
"Lck",1.99525447597672e-19,0.615536970121791,0.6,0.404,3.33267355122391e-15,"0","Lck"
"Tubb2a",2.00582025693034e-19,0.990332405728891,0.545,0.356,3.35032157515074e-15,"0","Tubb2a"
"Hmgb1",2.85705991003812e-19,0.325507842499773,0.95,0.917,4.77214716773667e-15,"0","Hmgb1"
"Trat1",3.57079413643988e-19,0.595739457164659,0.325,0.131,5.96429744609554e-15,"0","Trat1"
"Tinf2",3.96165952514455e-19,0.748266688704421,0.585,0.432,6.61715990484894e-15,"0","Tinf2"
"Swap70",4.99123054335204e-19,0.691694944491273,0.535,0.353,8.33685237656091e-15,"0","Swap70"
"Ctnnbl1",7.14700760944698e-19,0.736244927874206,0.53,0.35,1.19376468100593e-14,"0","Ctnnbl1"
"Impdh2",7.86708221146573e-19,0.870105809946007,0.685,0.595,1.31403874178112e-14,"0","Impdh2"
"Spry2",1.18735252928236e-18,0.812918628941206,0.46,0.241,1.98323492966032e-14,"0","Spry2"
"Higd1a",1.33347842807109e-18,0.582338692735573,0.75,0.708,2.22730901840714e-14,"0","Higd1a"
"Rbm39",1.80258707605741e-18,0.364804078304252,0.965,0.956,3.01086119313869e-14,"0","Rbm39"
"Prr7",2.29464193344e-18,0.794363961372389,0.62,0.489,3.83274042142483e-14,"0","Prr7"
"4932438A13Rik",4.0737259890518e-18,0.672109074292195,0.6,0.456,6.80434451951322e-14,"0","4932438A13Rik"
"Cdkn1a",4.48497756225485e-18,0.455116142969084,0.93,0.887,7.49125802223428e-14,"0","Cdkn1a"
"Lats2",4.86532581635824e-18,0.604614218519093,0.645,0.52,8.12655371106317e-14,"0","Lats2"
"Nap1l5",4.87763156699274e-18,1.00810528300125,0.38,0.186,8.14710800634797e-14,"0","Nap1l5"
"Lgals3",7.40668009040585e-18,0.410370728639805,1,0.968,1.23713777550049e-13,"0","Lgals3"
"Abcb1b",9.071043317238e-18,0.892257869382951,0.545,0.366,1.51513636527826e-13,"0","Abcb1b"
"Srsf7",1.836669273785e-17,0.48307898091072,0.835,0.788,3.06778868800308e-13,"0","Srsf7"
"Ptk2b",2.11158558807226e-17,0.735065473875308,0.595,0.473,3.5269814077571e-13,"0","Ptk2b"
"Rpn1",2.8846561576927e-17,0.723807907377381,0.595,0.462,4.81824118019411e-13,"0","Rpn1"
"Sar1a",4.06671663926935e-17,0.637162231661085,0.69,0.626,6.7926368025716e-13,"0","Sar1a"
"Kir3dl1",5.37122202754632e-17,0.515981628131593,0.215,0.067,8.97155215261062e-13,"0","Kir3dl1"
"Prox2",6.3663758500593e-17,0.605878635848932,0.275,0.105,1.06337575823541e-12,"0","Prox2"
"Ifrd1",6.87254150845888e-17,0.40856693140793,0.9,0.868,1.14792060815789e-12,"0","Ifrd1"
"Runx3",6.93992208810498e-17,0.571172640568261,0.71,0.604,1.15917518637618e-12,"0","Runx3"
"Gm2237",8.21229327917339e-17,0.476846655503679,0.195,0.056,1.37169934642033e-12,"0","Gm2237"
"Sowahd",9.94376019464707e-17,0.504836827321907,0.205,0.062,1.6609062653119e-12,"0","Sowahd"
"Isca1",1.01731259371004e-16,0.68071126788636,0.485,0.308,1.69921722527387e-12,"0","Isca1"
"Mpzl1",1.078700948954e-16,0.588303432518837,0.29,0.116,1.80175419503786e-12,"0","Mpzl1"
"Fbxw5",1.08597330092578e-16,0.650033698266635,0.37,0.185,1.81390120453633e-12,"0","Fbxw5"
"Ptpn1",1.15397880930695e-16,0.580342861962973,0.715,0.635,1.9274908051854e-12,"0","Ptpn1"
"Tiprl",1.75861665762969e-16,0.707907388338336,0.565,0.44,2.93741740323886e-12,"0","Tiprl"
"Hmces",1.88947136807548e-16,0.662386287373372,0.54,0.386,3.15598402609648e-12,"0","Hmces"
"Dnaja2",2.20653170011128e-16,0.598111727998907,0.69,0.64,3.68556989869587e-12,"0","Dnaja2"
"Kcnab3",2.81398559023423e-16,0.490550396822781,0.255,0.094,4.70020013136824e-12,"0","Kcnab3"
"Itm2b",3.4091522443605e-16,0.262237405623086,0.995,0.975,5.69430699375535e-12,"0","Itm2b"
"Nrip3",3.95501656756313e-16,1.26809476616763,0.395,0.213,6.60606417280069e-12,"0","Nrip3"
"Ppp1cc",5.02698309291989e-16,0.428969711606549,0.86,0.829,8.39656986010409e-12,"0","Ppp1cc"
"Hpse",5.94088594311145e-16,0.651255938895112,0.325,0.15,9.92306179077905e-12,"0","Hpse"
"Chrne",6.35346998672322e-16,0.829501089040415,0.365,0.181,1.06122009188238e-11,"0","Chrne"
"Errfi1",6.50620977779835e-16,0.503377941808138,0.695,0.541,1.08673221918566e-11,"0","Errfi1"
"1810058I24Rik",7.32558909147723e-16,0.680210628581513,0.66,0.581,1.22359314594944e-11,"0","1810058I24Rik"
"Nr4a2",9.98481593914779e-16,0.712436024226436,0.68,0.566,1.66776380631585e-11,"0","Nr4a2"
"Maoa",1.07615707512334e-15,0.585507953627803,0.23,0.08,1.79750516257852e-11,"0","Maoa"
"Morf4l2",1.19398819726743e-15,0.640845317158841,0.685,0.652,1.99431848589579e-11,"0","Morf4l2"
"Smim14",1.39142458539105e-15,0.683635446537417,0.685,0.641,2.32409648497866e-11,"0","Smim14"
"Fam43a",1.71465128060179e-15,0.684273366384661,0.3,0.13,2.86398203398917e-11,"0","Fam43a"
"Ddx5",1.9438546431214e-15,0.285004206374143,0.99,0.984,3.24682041040567e-11,"0","Ddx5"
"Lrrc16a",2.14171833646781e-15,0.575770351534406,0.355,0.18,3.57731213740219e-11,"0","Lrrc16a"
"Arl6ip5",2.31675277489149e-15,0.494754310074619,0.78,0.782,3.86967215990126e-11,"0","Arl6ip5"
"Litaf",2.6147907228386e-15,0.488233494381214,0.82,0.724,4.36748494435732e-11,"0","Litaf"
"Ppa1",2.74977923526862e-15,0.959571826593027,0.515,0.383,4.59295625666918e-11,"0","Ppa1"
"Ormdl1",3.22768062727062e-15,0.616114401243173,0.4,0.228,5.39119495173012e-11,"0","Ormdl1"
"Orm3",3.92211710167308e-15,0.423655870903682,0.2,0.064,6.55111219492454e-11,"0","Orm3"
"Fam174b",4.59225317799295e-15,0.857918352895431,0.36,0.188,7.67044048320162e-11,"0","Fam174b"
"Grk6",5.24449039313341e-15,0.638033145958337,0.5,0.351,8.75987230365073e-11,"0","Grk6"
"Spty2d1",6.33490910590164e-15,0.830394622788226,0.63,0.542,1.05811986795875e-10,"0","Spty2d1"
"Cerk",8.50889550510727e-15,0.6626564309959,0.485,0.324,1.42124081621807e-10,"0","Cerk"
"Birc2",9.24275286690865e-15,0.680471891360427,0.485,0.329,1.54381701135975e-10,"0","Birc2"
"Mat2a",1.23274417531633e-14,0.487264299678791,0.72,0.678,2.05905259603086e-10,"0","Mat2a"
"Acpp",1.5029454664356e-14,0.740845359167639,0.4,0.234,2.51036981258738e-10,"0","Acpp"
"Tiam1",1.52120222181055e-14,0.561201858547702,0.575,0.448,2.54086407109016e-10,"0","Tiam1"
"Sac3d1",1.79024843378214e-14,0.69380906540658,0.39,0.222,2.99025195894632e-10,"0","Sac3d1"
"Rab8b",2.38578222922708e-14,0.422131784505907,0.82,0.8,3.98497205747799e-10,"0","Rab8b"
"Tsc2",2.54200887662712e-14,0.624210575546974,0.335,0.169,4.24591742663029e-10,"0","Tsc2"
"Snrpb",3.07974081965176e-14,0.403855724752993,0.85,0.837,5.14409109106433e-10,"0","Snrpb"
"Ankrd13c",4.42628379813277e-14,0.718134038991601,0.455,0.304,7.39322182802117e-10,"0","Ankrd13c"
"Fam3c",4.75468077851857e-14,0.62751712892118,0.42,0.253,7.94174330435956e-10,"0","Fam3c"
"Panx1",4.78948723927948e-14,0.636493314847389,0.49,0.338,7.99988053576851e-10,"0","Panx1"
"Bysl",5.3392610362015e-14,0.756546695850253,0.365,0.202,8.91816770876736e-10,"0","Bysl"
"Zgpat",5.54427138352101e-14,0.60921205612606,0.36,0.193,9.26059649189514e-10,"0","Zgpat"
"Pdcd6",5.69901988253294e-14,0.595621901804822,0.66,0.612,9.51907290979477e-10,"0","Pdcd6"
"Uty",7.31299198564764e-14,0.721636403321875,0.41,0.247,1.22148905136272e-09,"0","Uty"
"Bag2",7.85071661399328e-14,0.485522960487162,0.21,0.074,1.3113051960353e-09,"0","Bag2"
"Wscd1",1.15293150908905e-13,0.562642961261577,0.215,0.078,1.92574149963144e-09,"0","Wscd1"
"D8Ertd738e",1.1778974032725e-13,0.467245996800248,0.84,0.849,1.96744203268605e-09,"0","D8Ertd738e"
"Selk",1.29364690978712e-13,0.406991993377843,0.91,0.903,2.16077843341743e-09,"0","Selk"
"Ypel4",1.43984820690589e-13,0.433810561431527,0.21,0.075,2.40497845999491e-09,"0","Ypel4"
"Snx18",2.98176309211066e-13,0.639584965428913,0.54,0.432,4.98043889275243e-09,"0","Snx18"
"Eif4a1",3.24764912993782e-13,0.288534653955505,0.975,0.968,5.42454834173514e-09,"0","Eif4a1"
"Glrx",3.33646435797419e-13,0.513124183390789,0.655,0.582,5.57289641712428e-09,"0","Glrx"
"Smarca5",4.18660809447328e-13,0.64840767970035,0.645,0.606,6.99289150019871e-09,"0","Smarca5"
"P4ha2",4.75387118428331e-13,0.439242331958158,0.215,0.081,7.94039103910842e-09,"0","P4ha2"
"Riok1",5.14510152466228e-13,0.667255232172646,0.47,0.335,8.59386307664341e-09,"0","Riok1"
"Baiap2",5.4385546550741e-13,0.544039554898039,0.555,0.43,9.08401784037027e-09,"0","Baiap2"
"Fam174a",6.65292124206591e-13,0.616359534945601,0.57,0.493,1.11123743506227e-08,"0","Fam174a"
"Itpkb",7.73284858427144e-13,0.438262537262893,0.67,0.587,1.29161769903086e-08,"0","Itpkb"
"Bend7",9.45239971422609e-13,0.459089533517206,0.185,0.063,1.57883432426718e-08,"0","Bend7"
"Sf3b1",1.34223804501121e-12,0.42435439108038,0.76,0.789,2.24194020658222e-08,"0","Sf3b1"
"Klrc1",1.35653738514983e-12,0.744279770162725,0.405,0.235,2.26582439441576e-08,"0","Klrc1"
"Nudt18",1.55726548227276e-12,0.613796820270209,0.395,0.246,2.60110053504018e-08,"0","Nudt18"
"Ddx3y",1.72080742306579e-12,0.674892749002469,0.56,0.484,2.87426463874679e-08,"0","Ddx3y"
"Ndel1",1.88035218305389e-12,0.508003056075738,0.635,0.59,3.14075225135492e-08,"0","Ndel1"
"Amd2",2.08482638115964e-12,0.398417047883988,0.17,0.055,3.48228550445095e-08,"0","Amd2"
"Zfp839",2.42726130188922e-12,0.53017592014948,0.25,0.109,4.05425455254556e-08,"0","Zfp839"
"Bend4",3.35242857941218e-12,0.742394293839142,0.37,0.218,5.59956145619217e-08,"0","Bend4"
"Tubb4b",3.3783770215398e-12,0.583387703066893,0.66,0.608,5.64290313907792e-08,"0","Tubb4b"
"Sec31a",3.95424180605807e-12,0.607878538720619,0.455,0.326,6.6047700886588e-08,"0","Sec31a"
"Ptpn22",3.9640094037652e-12,0.554852795669601,0.59,0.485,6.62108490710901e-08,"0","Ptpn22"
"Eif5",4.63321151710825e-12,0.370207579590772,0.83,0.828,7.73885319702591e-08,"0","Eif5"
"Txndc17",4.68623654415553e-12,0.670013214080339,0.685,0.688,7.82742089970298e-08,"0","Txndc17"
"Ube2b",5.55867296549877e-12,0.331658456235139,0.81,0.812,9.2846514542726e-08,"0","Ube2b"
"Zfp706",5.88636054806985e-12,0.418649192725155,0.725,0.705,9.83198802344106e-08,"0","Zfp706"
"Def6",6.96530355954389e-12,0.609304968293068,0.47,0.342,1.16341465355062e-07,"0","Def6"
"Snx29",7.39050184068321e-12,0.567465174009999,0.29,0.145,1.23443552244932e-07,"0","Snx29"
"Adgrl2",8.09586691248955e-12,0.62455514041527,0.37,0.224,1.35225265039313e-07,"0","Adgrl2"
"Abt1",1.13694420367583e-11,0.961671854573514,0.41,0.267,1.89903790339974e-07,"0","Abt1"
"Hspa4",1.15815359452023e-11,0.630688945875776,0.525,0.448,1.93446394892714e-07,"0","Hspa4"
"Ccnd1",1.1858385538083e-11,0.676804241452899,0.415,0.279,1.980706136426e-07,"0","Ccnd1"
"Fxyd5",1.24824024589775e-11,0.256842737437979,0.96,0.928,2.08493568272301e-07,"0","Fxyd5"
"Mis18a",1.29961182684087e-11,0.762662273631568,0.49,0.379,2.1707416343723e-07,"0","Mis18a"
"Crtc3",1.4808243508378e-11,0.58839870150556,0.53,0.438,2.47342091320437e-07,"0","Crtc3"
"Kcnma1",1.56150504389037e-11,0.379260727908145,0.155,0.05,2.60818187481009e-07,"0","Kcnma1"
"Gm8186",1.73845094990205e-11,0.486209202834413,0.615,0.588,2.9037346216214e-07,"0","Gm8186"
"Atf7ip",2.17489295653907e-11,0.651114979791753,0.445,0.319,3.63272370530721e-07,"0","Atf7ip"
"Rab6a",2.37308954094867e-11,0.588449983591384,0.575,0.518,3.96377146024656e-07,"0","Rab6a"
"Ncapd3",2.48026728758772e-11,0.545968800684385,0.33,0.186,4.14279045045777e-07,"0","Ncapd3"
"Klra5",2.69235916995664e-11,0.317897264388472,0.135,0.039,4.49704752157858e-07,"0","Klra5"
"Sla2",3.17723775279313e-11,0.597899935395465,0.445,0.308,5.30694021849037e-07,"0","Sla2"
"Lgals3bp",3.22447084318484e-11,0.591897201032478,0.575,0.509,5.38583364937164e-07,"0","Lgals3bp"
"Pcyox1",3.7261844682212e-11,0.55359614602961,0.29,0.152,6.22384591726987e-07,"0","Pcyox1"
"Synj2bp",3.82524099794252e-11,0.610958543502198,0.42,0.288,6.38930003886338e-07,"0","Synj2bp"
"Clta",3.8863379841134e-11,0.483921066565666,0.79,0.845,6.49135033486461e-07,"0","Clta"
"Galnt9",4.68055955883289e-11,0.342032279916579,0.125,0.035,7.81793863111858e-07,"0","Galnt9"
"Stx6",5.87517945250592e-11,0.612631973326758,0.51,0.421,9.81331223952063e-07,"0","Stx6"
"Orai1",7.67346329242418e-11,0.458968021462281,0.725,0.709,1.28169857373361e-06,"0","Orai1"
"Whsc1l1",7.85942847301685e-11,0.507043258210877,0.66,0.653,1.312760337848e-06,"0","Whsc1l1"
"Sfpq",9.2678247223647e-11,0.402260277772257,0.74,0.755,1.54800476337658e-06,"0","Sfpq"
"Rell1",9.84303558212152e-11,0.575895141319401,0.52,0.434,1.64408223328176e-06,"0","Rell1"
"Eif4a2",1.05907418053716e-10,0.462405364830772,0.67,0.661,1.76897160375122e-06,"0","Eif4a2"
"Dip2b",1.2222162534829e-10,0.592361884652596,0.47,0.366,2.04146780819249e-06,"0","Dip2b"
"Fosb",1.25501558929896e-10,0.48884793952717,0.615,0.478,2.09625253880606e-06,"0","Fosb"
"Ythdc1",1.34903046506709e-10,0.416519542587989,0.635,0.594,2.25328558580157e-06,"0","Ythdc1"
"Ppp3ca",1.44161184272958e-10,0.552062594045327,0.575,0.528,2.40792426091122e-06,"0","Ppp3ca"
"Klf4",2.34443561284206e-10,0.541964634113151,0.705,0.611,3.91591080413009e-06,"0","Klf4"
"Napa",2.41123268517228e-10,0.568137708758376,0.545,0.498,4.02748195404326e-06,"0","Napa"
"Smpd1",2.48771930327117e-10,0.532986927407778,0.27,0.137,4.15523755225384e-06,"0","Smpd1"
"Lamb3",2.88076217708473e-10,0.539395266130227,0.355,0.214,4.81173706438462e-06,"0","Lamb3"
"Cops4",3.25654111094607e-10,0.593964977780806,0.485,0.4,5.43940061761323e-06,"0","Cops4"
"B3galt5",3.41935447776147e-10,0.483170491235851,0.225,0.102,5.71134778420498e-06,"0","B3galt5"
"Flnb",3.51502256011711e-10,0.631260583781446,0.44,0.33,5.8711421821636e-06,"0","Flnb"
"Tomm20",3.80170508086646e-10,0.377537189576605,0.82,0.818,6.34998799657124e-06,"0","Tomm20"
"Cdv3",5.60250955913164e-10,0.456621326862565,0.645,0.632,9.35787171661758e-06,"0","Cdv3"
"Pcbp1",5.64599634481601e-10,0.426110073514975,0.765,0.796,9.43050769474618e-06,"0","Pcbp1"
"2310033P09Rik",5.66527447414124e-10,0.530024312427871,0.375,0.25,9.46270795415812e-06,"0","2310033P09Rik"
"Rsrp1",5.84388940260434e-10,0.336476908491009,0.855,0.874,9.76104846917002e-06,"0","Rsrp1"
"Rrp1",5.92411712852609e-10,0.608712051138404,0.565,0.521,9.89505283977713e-06,"0","Rrp1"
