"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","cluster"
"286",0.180322516155937,-0.289557968992288,0.853,0.591,1,"Cd81",10
"287",0.207377124799314,-0.910216163454796,0.84,0.616,1,"Klf2",10
"288",0.218446517533078,-0.307872167464778,0.767,0.49,1,"Fosb",10
"289",0.237829301057715,-0.281669993829858,1,0.823,1,"Cd9",10
"290",0.297904774549897,-0.278612495142249,0.62,0.5,1,"Ccdc184",10
"291",0.320543600492305,-0.402677267267594,0.626,0.52,1,"Fam46a",10
"292",0.350306001626918,0.278919510206962,0.595,0.429,1,"Cxcl10",10
"293",0.38973000863797,-0.26708754725183,0.902,0.763,1,"Zfp36",10
"294",0.479355492298765,-0.256208126273736,0.883,0.662,1,"Ar",10
"295",0.586860226135173,-0.362068232770913,0.724,0.49,1,"Atf3",10
"296",0.734690276876417,-0.293732019616552,0.595,0.399,1,"Hspa1a",10
"297",0.741303091794951,1.23007370576643,0.509,0.278,1,"Il22",10
"298",0.763762982396676,-0.339398094928553,0.951,0.773,1,"Gata3",10
"299",0.858018370077889,-0.415180927726243,0.975,0.843,1,"Klf6",10
"300",1.83486966683559e-05,-0.283706554313968,0.981,0.624,0.0366973933367118,"Pf4",11
"301",0.00462706866347353,-0.594084371001176,0.458,0.436,1,"Ifitm1",11
"302",0.00556932343564724,-0.363003553226468,0.776,0.436,1,"Hspa1a",11
"303",0.00794088063427687,-0.3066402566612,1,0.718,1,"Lyz1",11
"304",0.0240307089273609,-0.325630600372187,0.907,0.651,1,"Ccl22",11
"305",0.0720433312298934,-0.733506861334273,0.963,0.772,1,"Ccl4",11
"306",0.118986713467492,-0.25683816412826,1,0.973,1,"Cstb",11
"307",0.156899771646788,-0.259203557606636,0.972,0.819,1,"Plaur",11
"308",0.21232467254277,-0.337976831216658,1,0.711,1,"Mt2",11
"309",0.285102894173121,-0.466275919607547,0.748,0.611,1,"Klf2",11
"310",0.427719108499807,-0.290307315362787,0.701,0.644,1,"Thbs1",11
"311",0.43685325669108,-0.315216230611247,0.953,0.685,1,"Cebpb",11
"312",0.442214523332223,-0.250861383713387,1,0.866,1,"Cd3g",11
"313",0.491473360472053,-0.284208816869685,1,0.96,1,"Ifitm2",11
"314",0.529960876622903,-0.265648222332817,1,0.993,1,"Gm42418",11
"315",0.545585787565565,-0.572170489631972,0.935,0.772,1,"Apoe",11
"316",0.665534017618321,-0.450314420851444,0.692,0.577,1,"Ccl7",11
"317",0.833202062006271,0.38828147415585,0.533,0.349,1,"Il22",11
"318",0.873306570182005,-0.294800889356066,0.804,0.57,1,"Jun",11
"319",0.884880419722876,0.300215091374678,0.533,0.282,1,"Il17f",11
"320",0.894414965495279,-0.255385660436421,0.561,0.383,1,"Ccl3",11
"321",0.929088603728907,-0.257036798494057,1,0.94,1,"Mt1",11
"322",2.66351121526494e-07,0.643146760935211,0.949,0.546,0.000532702243052988,"Il5",12
"323",9.75467415758797e-05,-0.267726481248741,1,0.596,0.195093483151759,"Cd207",12
"324",0.000350870905073983,0.627500775559065,0.337,0.213,0.701741810147966,"Gzma",12
"325",0.000411058087881299,-0.391917437495816,0.867,0.603,0.822116175762598,"Gm12840",12
"326",0.00214591741177451,-0.436574189575188,1,0.965,1,"Batf",12
"327",0.0135344252932133,-0.276956534786123,0.98,0.83,1,"Anxa1",12
"328",0.0254721234890319,-0.292426117418534,1,0.993,1,"Pim1",12
"329",0.0612360995400957,-0.27580187624122,1,0.816,1,"Cks2",12
"330",0.0622193198370145,-0.302425090398108,0.939,0.723,1,"Cd83",12
"331",0.0643255930860947,-0.291401725848422,0.98,0.95,1,"Rora",12
"332",0.104162170980917,-0.260261624248178,0.898,0.553,1,"Marcksl1",12
"333",0.131647783257052,-0.427426600689806,0.98,0.908,1,"Il1rl1",12
"334",0.133141812103915,-0.516637588733399,1,0.943,1,"Ifi27l2a",12
"335",0.14282218459601,-0.320846628032214,0.847,0.617,1,"Mt2",12
"336",0.153941767795585,-0.310975842774493,0.959,0.943,1,"Ccr2",12
"337",0.167475871016425,-0.323581216124382,0.939,0.844,1,"Fam177a",12
"338",0.186975164302602,-0.766915392203891,0.918,0.809,1,"Gzmb",12
